Course Code,Course Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS 2020,EOS 2019,EOS 2018
TA326,DNA and Forensic Analysis,,,,,,300.0,280.0
TA327,Sports Science and Health,,,,,,341.0,320.0
TA328,Computing with Language (French/German/Spanish),,,,,,218.0,262.0
TA329,Computing with Data Analytics,,,,,,218.0,274.0
NC025,Data Science,,,,,,297.0,
GA385,Retail Management,,,,,,219.0,254.0
LY218,Business - with Spanish/Irish options,,,,,,298.0,229.0
CI101,Counselling and Psychotherapy (Limerick),,,,,,276.0,202.0
LC411,Marketing and Management (Thurles),,,,,,226.0,316.0
SG149,Business in Finance and Investment,,,,,,262.0,272.0
SG441,Environmental Science,,,,,,297.0,288.0
SG446,Applied Archaeology,,,,,,289.0,330.0
TL803,Music Technology,,,,,,264.0,261.0
TL812,Computing with Digital Media,,,,,,369.0,308.0
WD148,Tourism Marketing,,,,,,269.0,268.0
AL844,Toxicology and Analytical Science,,,,,,,337.0
CR312,Web Development,,,,,,,290.0
CK117,Economics (Transformational Learning) - 3 or 4 years (Int`l Pathway),,,,,,,413.0
CK210,Government,,,,,,,351.0
DB520,Business Studies (with work placement),,,,,,,243.0
DT255,Information Systems and IT (Leaving Certificate 3 Years Prior),,,,,,,309.0
GC431,Computing Science (Cloud Computing - Dublin),,,,,,,403.0
GC432,Computing Science (Software Development - Dublin),,,,,,,251.0
GC433,Computing Science (Network Management - Dublin),,,,,,,
GC434,Computing Science (Games Development - Dublin),,,,,,,203.0
NC004,Business Information Systems,,,,,,,289.0
TR008,World Religions and Theology,,,,,,,366.0
DK817,Business Studies (Years 1 & 2 at Monaghan Inst. and final year at DKIT),,,,,,,320.0
DK881,Environmental Bioscience,,,,,,,300.0
DK890,Multimedia Web Development,,,,,,,
GA886,Business - Mayo Campus,,,,,,,
GA888,Sustainable Building Technology - Mayo Campus,,,,,,,308.0
GY103,Arts (Public and Social Policy),,,,,,,346.0
LC231,Business Information Systems,,,,,,,298.0
LC421,Business Studies with Sports Management (Thurles),,,,,,,243.0
LM120,Aircraft Maintenance and Airworthiness Engineering,,,,,,,430.0
MH102,Music Technology,,,,,,,317.0
MH108,European Studies,,,,,,,328.0
SG143,Business in International Marketing and Sales with German,,,,,,,245.0
SG345,Architectural Design,,,,,,,261.0
TL805,Business Information Management,,,,,,,
TL820,Travel and Tourism Management,,,,,,,
WD168,Entertainment Systems,,,,,,,251.0
WD197,The Internet of Things,,,,,,,260.0
